precinct,candidate,votes,county,office,district,party
I141,Donald Trump,336,Jefferson,President,NA,REP
I142,Donald Trump,1,Jefferson,President,NA,REP
I143,Donald Trump,35,Jefferson,President,NA,REP
I144,Donald Trump,53,Jefferson,President,NA,REP
I145,Donald Trump,79,Jefferson,President,NA,REP
I146,Donald Trump,352,Jefferson,President,NA,REP
I147,Donald Trump,23,Jefferson,President,NA,REP
I148,Donald Trump,184,Jefferson,President,NA,REP
I149,Donald Trump,0,Jefferson,President,NA,REP
I150,Donald Trump,29,Jefferson,President,NA,REP
I151,Donald Trump,374,Jefferson,President,NA,REP
I152,Donald Trump,500,Jefferson,President,NA,REP
I153,Donald Trump,595,Jefferson,President,NA,REP
I154,Donald Trump,522,Jefferson,President,NA,REP
I155,Donald Trump,21,Jefferson,President,NA,REP
I156,Donald Trump,171,Jefferson,President,NA,REP
J101,Donald Trump,155,Jefferson,President,NA,REP
J104,Donald Trump,225,Jefferson,President,NA,REP
J105,Donald Trump,143,Jefferson,President,NA,REP
J107,Donald Trump,128,Jefferson,President,NA,REP
J108,Donald Trump,285,Jefferson,President,NA,REP
J111,Donald Trump,177,Jefferson,President,NA,REP
J113,Donald Trump,335,Jefferson,President,NA,REP
J114,Donald Trump,343,Jefferson,President,NA,REP
J117,Donald Trump,204,Jefferson,President,NA,REP
J119,Donald Trump,264,Jefferson,President,NA,REP
J120,Donald Trump,343,Jefferson,President,NA,REP
J122,Donald Trump,282,Jefferson,President,NA,REP
J123,Donald Trump,187,Jefferson,President,NA,REP
J130,Donald Trump,85,Jefferson,President,NA,REP
J135,Donald Trump,401,Jefferson,President,NA,REP
J137,Donald Trump,390,Jefferson,President,NA,REP
J138,Donald Trump,109,Jefferson,President,NA,REP
J140,Donald Trump,73,Jefferson,President,NA,REP
J141,Donald Trump,301,Jefferson,President,NA,REP
J142,Donald Trump,4,Jefferson,President,NA,REP
J143,Donald Trump,46,Jefferson,President,NA,REP
J144,Donald Trump,402,Jefferson,President,NA,REP
J145,Donald Trump,472,Jefferson,President,NA,REP
J146,Donald Trump,0,Jefferson,President,NA,REP
J147,Donald Trump,215,Jefferson,President,NA,REP
J148,Donald Trump,264,Jefferson,President,NA,REP
J149,Donald Trump,127,Jefferson,President,NA,REP
J150,Donald Trump,155,Jefferson,President,NA,REP
J151,Donald Trump,4,Jefferson,President,NA,REP
J152,Donald Trump,315,Jefferson,President,NA,REP
J153,Donald Trump,153,Jefferson,President,NA,REP
J154,Donald Trump,0,Jefferson,President,NA,REP
J155,Donald Trump,166,Jefferson,President,NA,REP
K104,Donald Trump,99,Jefferson,President,NA,REP
K105,Donald Trump,97,Jefferson,President,NA,REP
K110,Donald Trump,79,Jefferson,President,NA,REP
K111,Donald Trump,72,Jefferson,President,NA,REP
K112,Donald Trump,72,Jefferson,President,NA,REP
K113,Donald Trump,44,Jefferson,President,NA,REP
K114,Donald Trump,137,Jefferson,President,NA,REP
K116,Donald Trump,31,Jefferson,President,NA,REP
K117,Donald Trump,172,Jefferson,President,NA,REP
K118,Donald Trump,32,Jefferson,President,NA,REP
K119,Donald Trump,234,Jefferson,President,NA,REP
K122 - SHI,Donald Trump,104,Jefferson,President,NA,REP
K123 - SHI,Donald Trump,98,Jefferson,President,NA,REP
K125,Donald Trump,53,Jefferson,President,NA,REP
K126,Donald Trump,68,Jefferson,President,NA,REP
K127,Donald Trump,352,Jefferson,President,NA,REP
K128,Donald Trump,281,Jefferson,President,NA,REP
K129,Donald Trump,113,Jefferson,President,NA,REP
K130 - SHI,Donald Trump,86,Jefferson,President,NA,REP
K131 - SHI,Donald Trump,145,Jefferson,President,NA,REP
K132,Donald Trump,140,Jefferson,President,NA,REP
K133,Donald Trump,117,Jefferson,President,NA,REP
K134,Donald Trump,158,Jefferson,President,NA,REP
K135,Donald Trump,3,Jefferson,President,NA,REP
K136,Donald Trump,21,Jefferson,President,NA,REP
K137,Donald Trump,3,Jefferson,President,NA,REP
K138,Donald Trump,67,Jefferson,President,NA,REP
K139,Donald Trump,0,Jefferson,President,NA,REP
K140,Donald Trump,32,Jefferson,President,NA,REP
K141,Donald Trump,48,Jefferson,President,NA,REP
K142,Donald Trump,0,Jefferson,President,NA,REP
K143,Donald Trump,0,Jefferson,President,NA,REP
K144,Donald Trump,237,Jefferson,President,NA,REP
K145,Donald Trump,410,Jefferson,President,NA,REP
K146,Donald Trump,408,Jefferson,President,NA,REP
K147,Donald Trump,463,Jefferson,President,NA,REP
K148,Donald Trump,218,Jefferson,President,NA,REP
K149,Donald Trump,1,Jefferson,President,NA,REP
K150,Donald Trump,0,Jefferson,President,NA,REP
K151,Donald Trump,0,Jefferson,President,NA,REP
L104,Donald Trump,21,Jefferson,President,NA,REP
L108,Donald Trump,18,Jefferson,President,NA,REP
L110,Donald Trump,5,Jefferson,President,NA,REP
L111,Donald Trump,29,Jefferson,President,NA,REP
L112,Donald Trump,12,Jefferson,President,NA,REP
L113,Donald Trump,45,Jefferson,President,NA,REP
L115,Donald Trump,17,Jefferson,President,NA,REP
L117,Donald Trump,165,Jefferson,President,NA,REP
L118,Donald Trump,347,Jefferson,President,NA,REP
L119,Donald Trump,144,Jefferson,President,NA,REP
L134,Donald Trump,212,Jefferson,President,NA,REP
L135,Donald Trump,195,Jefferson,President,NA,REP
L136,Donald Trump,209,Jefferson,President,NA,REP
L138,Donald Trump,173,Jefferson,President,NA,REP
L139,Donald Trump,327,Jefferson,President,NA,REP
L140,Donald Trump,4,Jefferson,President,NA,REP
L141,Donald Trump,62,Jefferson,President,NA,REP
L142,Donald Trump,68,Jefferson,President,NA,REP
L143,Donald Trump,33,Jefferson,President,NA,REP
L144,Donald Trump,8,Jefferson,President,NA,REP
L145,Donald Trump,5,Jefferson,President,NA,REP
L146 - STM,Donald Trump,256,Jefferson,President,NA,REP
L147,Donald Trump,6,Jefferson,President,NA,REP
L148,Donald Trump,12,Jefferson,President,NA,REP
L149,Donald Trump,1,Jefferson,President,NA,REP
L150,Donald Trump,1,Jefferson,President,NA,REP
L151,Donald Trump,191,Jefferson,President,NA,REP
L152,Donald Trump,102,Jefferson,President,NA,REP
L153 - WLP,Donald Trump,29,Jefferson,President,NA,REP
L154,Donald Trump,7,Jefferson,President,NA,REP
L155,Donald Trump,2,Jefferson,President,NA,REP
L156,Donald Trump,81,Jefferson,President,NA,REP
L157,Donald Trump,5,Jefferson,President,NA,REP
L158,Donald Trump,5,Jefferson,President,NA,REP
L159,Donald Trump,2,Jefferson,President,NA,REP
L160,Donald Trump,4,Jefferson,President,NA,REP
L161,Donald Trump,13,Jefferson,President,NA,REP
L162,Donald Trump,0,Jefferson,President,NA,REP
L163,Donald Trump,18,Jefferson,President,NA,REP
L164,Donald Trump,89,Jefferson,President,NA,REP
M102,Donald Trump,14,Jefferson,President,NA,REP
M103,Donald Trump,13,Jefferson,President,NA,REP
M104,Donald Trump,8,Jefferson,President,NA,REP
M105,Donald Trump,8,Jefferson,President,NA,REP
M107,Donald Trump,3,Jefferson,President,NA,REP
M110,Donald Trump,5,Jefferson,President,NA,REP
M121,Donald Trump,83,Jefferson,President,NA,REP
M123,Donald Trump,112,Jefferson,President,NA,REP
M124,Donald Trump,106,Jefferson,President,NA,REP
M129,Donald Trump,12,Jefferson,President,NA,REP
M130,Donald Trump,22,Jefferson,President,NA,REP
M131,Donald Trump,52,Jefferson,President,NA,REP
M133,Donald Trump,10,Jefferson,President,NA,REP
M137,Donald Trump,106,Jefferson,President,NA,REP
M138,Donald Trump,180,Jefferson,President,NA,REP
M139,Donald Trump,78,Jefferson,President,NA,REP
M140,Donald Trump,46,Jefferson,President,NA,REP
M141,Donald Trump,73,Jefferson,President,NA,REP
M142,Donald Trump,166,Jefferson,President,NA,REP
M143,Donald Trump,92,Jefferson,President,NA,REP
M144,Donald Trump,44,Jefferson,President,NA,REP
M145,Donald Trump,3,Jefferson,President,NA,REP
M146,Donald Trump,51,Jefferson,President,NA,REP
M147,Donald Trump,62,Jefferson,President,NA,REP
M148,Donald Trump,8,Jefferson,President,NA,REP
M149,Donald Trump,161,Jefferson,President,NA,REP
M150,Donald Trump,64,Jefferson,President,NA,REP
M159,Donald Trump,26,Jefferson,President,NA,REP
M160,Donald Trump,27,Jefferson,President,NA,REP
M162,Donald Trump,36,Jefferson,President,NA,REP
M163,Donald Trump,36,Jefferson,President,NA,REP
M164,Donald Trump,8,Jefferson,President,NA,REP
M165,Donald Trump,0,Jefferson,President,NA,REP
M166,Donald Trump,31,Jefferson,President,NA,REP
M167,Donald Trump,0,Jefferson,President,NA,REP
M168,Donald Trump,15,Jefferson,President,NA,REP
M169,Donald Trump,4,Jefferson,President,NA,REP
M170,Donald Trump,27,Jefferson,President,NA,REP
M171,Donald Trump,31,Jefferson,President,NA,REP
M172,Donald Trump,13,Jefferson,President,NA,REP
M173 - SHI,Donald Trump,67,Jefferson,President,NA,REP
M174,Donald Trump,0,Jefferson,President,NA,REP
M175,Donald Trump,0,Jefferson,President,NA,REP
N101,Donald Trump,100,Jefferson,President,NA,REP
N102,Donald Trump,223,Jefferson,President,NA,REP
N103,Donald Trump,18,Jefferson,President,NA,REP
N104,Donald Trump,20,Jefferson,President,NA,REP
N105,Donald Trump,30,Jefferson,President,NA,REP
N106,Donald Trump,15,Jefferson,President,NA,REP
N107,Donald Trump,11,Jefferson,President,NA,REP
N108,Donald Trump,14,Jefferson,President,NA,REP
N109,Donald Trump,7,Jefferson,President,NA,REP
N110,Donald Trump,5,Jefferson,President,NA,REP
N111,Donald Trump,2,Jefferson,President,NA,REP
N112,Donald Trump,9,Jefferson,President,NA,REP
N113,Donald Trump,7,Jefferson,President,NA,REP
N115,Donald Trump,143,Jefferson,President,NA,REP
N117,Donald Trump,91,Jefferson,President,NA,REP
N124,Donald Trump,2,Jefferson,President,NA,REP
N125,Donald Trump,322,Jefferson,President,NA,REP
N126 - INH,Donald Trump,288,Jefferson,President,NA,REP
N127,Donald Trump,19,Jefferson,President,NA,REP
N128,Donald Trump,54,Jefferson,President,NA,REP
N130,Donald Trump,229,Jefferson,President,NA,REP
N131,Donald Trump,346,Jefferson,President,NA,REP
N134,Donald Trump,121,Jefferson,President,NA,REP
N135,Donald Trump,36,Jefferson,President,NA,REP
N136,Donald Trump,29,Jefferson,President,NA,REP
N137,Donald Trump,2,Jefferson,President,NA,REP
N138,Donald Trump,2,Jefferson,President,NA,REP
N139,Donald Trump,0,Jefferson,President,NA,REP
N141 - INH,Donald Trump,222,Jefferson,President,NA,REP
N142 - WDH,Donald Trump,390,Jefferson,President,NA,REP
N143,Donald Trump,374,Jefferson,President,NA,REP
N144 - WLP,Donald Trump,236,Jefferson,President,NA,REP
N145,Donald Trump,3,Jefferson,President,NA,REP
N146 - STM,Donald Trump,197,Jefferson,President,NA,REP
N147,Donald Trump,32,Jefferson,President,NA,REP
N148,Donald Trump,3,Jefferson,President,NA,REP
N149,Donald Trump,1,Jefferson,President,NA,REP
N150,Donald Trump,0,Jefferson,President,NA,REP
O105,Donald Trump,147,Jefferson,President,NA,REP
O107,Donald Trump,185,Jefferson,President,NA,REP
O109,Donald Trump,211,Jefferson,President,NA,REP
O111,Donald Trump,196,Jefferson,President,NA,REP
O112,Donald Trump,292,Jefferson,President,NA,REP
O113,Donald Trump,138,Jefferson,President,NA,REP
O114,Donald Trump,364,Jefferson,President,NA,REP
O115,Donald Trump,478,Jefferson,President,NA,REP
O117 - SHI,Donald Trump,96,Jefferson,President,NA,REP
O119 - SHI,Donald Trump,103,Jefferson,President,NA,REP
O121 - SHI,Donald Trump,132,Jefferson,President,NA,REP
O123 - SHI,Donald Trump,130,Jefferson,President,NA,REP
O124 - SHI,Donald Trump,192,Jefferson,President,NA,REP
O126 - SHI,Donald Trump,183,Jefferson,President,NA,REP
O127,Donald Trump,214,Jefferson,President,NA,REP
O128,Donald Trump,356,Jefferson,President,NA,REP
O129,Donald Trump,527,Jefferson,President,NA,REP
O130,Donald Trump,316,Jefferson,President,NA,REP
O131,Donald Trump,222,Jefferson,President,NA,REP
O133,Donald Trump,498,Jefferson,President,NA,REP
O134,Donald Trump,573,Jefferson,President,NA,REP
O135,Donald Trump,336,Jefferson,President,NA,REP
O136,Donald Trump,289,Jefferson,President,NA,REP
O137,Donald Trump,509,Jefferson,President,NA,REP
O138,Donald Trump,159,Jefferson,President,NA,REP
O139,Donald Trump,15,Jefferson,President,NA,REP
O141,Donald Trump,0,Jefferson,President,NA,REP
O142,Donald Trump,225,Jefferson,President,NA,REP
O143,Donald Trump,13,Jefferson,President,NA,REP
Q101,Donald Trump,350,Jefferson,President,NA,REP
Q103,Donald Trump,401,Jefferson,President,NA,REP
Q104,Donald Trump,84,Jefferson,President,NA,REP
Q105,Donald Trump,502,Jefferson,President,NA,REP
Q107,Donald Trump,341,Jefferson,President,NA,REP
Q109,Donald Trump,573,Jefferson,President,NA,REP
Q112,Donald Trump,497,Jefferson,President,NA,REP
Q113,Donald Trump,255,Jefferson,President,NA,REP
Q114,Donald Trump,466,Jefferson,President,NA,REP
Q115,Donald Trump,412,Jefferson,President,NA,REP
Q116,Donald Trump,423,Jefferson,President,NA,REP
Q117,Donald Trump,436,Jefferson,President,NA,REP
Q119,Donald Trump,466,Jefferson,President,NA,REP
Q122,Donald Trump,86,Jefferson,President,NA,REP
Q123,Donald Trump,34,Jefferson,President,NA,REP
Q124,Donald Trump,129,Jefferson,President,NA,REP
Q125,Donald Trump,662,Jefferson,President,NA,REP
Q126,Donald Trump,261,Jefferson,President,NA,REP
Q127,Donald Trump,135,Jefferson,President,NA,REP
Q131,Donald Trump,226,Jefferson,President,NA,REP
Q132,Donald Trump,251,Jefferson,President,NA,REP
Q134,Donald Trump,160,Jefferson,President,NA,REP
Q136,Donald Trump,119,Jefferson,President,NA,REP
Q137,Donald Trump,276,Jefferson,President,NA,REP
Q138,Donald Trump,163,Jefferson,President,NA,REP
Q139,Donald Trump,173,Jefferson,President,NA,REP
S116,Donald Trump,339,Jefferson,President,NA,REP
S118,Donald Trump,383,Jefferson,President,NA,REP
S119,Donald Trump,378,Jefferson,President,NA,REP
S125,Donald Trump,466,Jefferson,President,NA,REP
S126 - PSP,Donald Trump,416,Jefferson,President,NA,REP
S128,Donald Trump,315,Jefferson,President,NA,REP
S129,Donald Trump,338,Jefferson,President,NA,REP
S130,Donald Trump,407,Jefferson,President,NA,REP
S131,Donald Trump,274,Jefferson,President,NA,REP
S132,Donald Trump,360,Jefferson,President,NA,REP
S135,Donald Trump,249,Jefferson,President,NA,REP
S139,Donald Trump,485,Jefferson,President,NA,REP
S140,Donald Trump,386,Jefferson,President,NA,REP
S141,Donald Trump,470,Jefferson,President,NA,REP
S142,Donald Trump,259,Jefferson,President,NA,REP
S143,Donald Trump,436,Jefferson,President,NA,REP
S144 - PSP,Donald Trump,310,Jefferson,President,NA,REP
S146,Donald Trump,279,Jefferson,President,NA,REP
S150,Donald Trump,440,Jefferson,President,NA,REP
S152,Donald Trump,253,Jefferson,President,NA,REP
S153,Donald Trump,466,Jefferson,President,NA,REP
S156,Donald Trump,186,Jefferson,President,NA,REP
S160,Donald Trump,902,Jefferson,President,NA,REP
S161,Donald Trump,235,Jefferson,President,NA,REP
S164,Donald Trump,306,Jefferson,President,NA,REP
S165,Donald Trump,286,Jefferson,President,NA,REP
S166,Donald Trump,381,Jefferson,President,NA,REP
S167,Donald Trump,291,Jefferson,President,NA,REP
S168,Donald Trump,266,Jefferson,President,NA,REP
V101,Donald Trump,285,Jefferson,President,NA,REP
V102,Donald Trump,844,Jefferson,President,NA,REP
V103,Donald Trump,365,Jefferson,President,NA,REP
V104,Donald Trump,759,Jefferson,President,NA,REP
V105,Donald Trump,734,Jefferson,President,NA,REP
V106,Donald Trump,279,Jefferson,President,NA,REP
V107,Donald Trump,406,Jefferson,President,NA,REP
V108,Donald Trump,831,Jefferson,President,NA,REP
V109,Donald Trump,60,Jefferson,President,NA,REP
V110,Donald Trump,762,Jefferson,President,NA,REP
V111,Donald Trump,475,Jefferson,President,NA,REP
V112,Donald Trump,13,Jefferson,President,NA,REP
V113,Donald Trump,990,Jefferson,President,NA,REP
V114,Donald Trump,585,Jefferson,President,NA,REP
V115 - JEF,Donald Trump,412,Jefferson,President,NA,REP
V116,Donald Trump,492,Jefferson,President,NA,REP
V117,Donald Trump,376,Jefferson,President,NA,REP
V118,Donald Trump,411,Jefferson,President,NA,REP
V119,Donald Trump,708,Jefferson,President,NA,REP
V120 - MID,Donald Trump,510,Jefferson,President,NA,REP
V121,Donald Trump,456,Jefferson,President,NA,REP
V122,Donald Trump,0,Jefferson,President,NA,REP
V123,Donald Trump,2,Jefferson,President,NA,REP
V124 - MID,Donald Trump,257,Jefferson,President,NA,REP
V125,Donald Trump,376,Jefferson,President,NA,REP
V126,Donald Trump,648,Jefferson,President,NA,REP
V127,Donald Trump,602,Jefferson,President,NA,REP
V128,Donald Trump,520,Jefferson,President,NA,REP
V129,Donald Trump,741,Jefferson,President,NA,REP
V130,Donald Trump,153,Jefferson,President,NA,REP
V131,Donald Trump,494,Jefferson,President,NA,REP
V132,Donald Trump,335,Jefferson,President,NA,REP
PROVISIONAL 3RD,Donald Trump,9,Jefferson,President,NA,REP
PROVISIONAL 4TH,Donald Trump,0,Jefferson,President,NA,REP
PRESIDENTIAL,Donald Trump,12,Jefferson,President,NA,REP
WALK-IN 3RD A-D,Donald Trump,1179,Jefferson,President,NA,REP
WALK-IN 3RD E,Donald Trump,429,Jefferson,President,NA,REP
WALK-IN 3RD F-G,Donald Trump,805,Jefferson,President,NA,REP
WALK-IN 3RD H-J,Donald Trump,510,Jefferson,President,NA,REP
WALK-IN 3RD K-M,Donald Trump,321,Jefferson,President,NA,REP
WALK-IN 3RD NOQV,Donald Trump,895,Jefferson,President,NA,REP
WALK-IN 3RD S,Donald Trump,651,Jefferson,President,NA,REP
MAIL-IN 3RD A-D,Donald Trump,486,Jefferson,President,NA,REP
MAIL-IN 3RD E,Donald Trump,200,Jefferson,President,NA,REP
MAIL-IN 3RD F-G,Donald Trump,291,Jefferson,President,NA,REP
MAIL-IN 3RD H-J,Donald Trump,230,Jefferson,President,NA,REP
MAIL-IN 3RD K-M,Donald Trump,156,Jefferson,President,NA,REP
MAIL-IN 3RD NOQV,Donald Trump,397,Jefferson,President,NA,REP
MAIL-IN 3RD S,Donald Trump,228,Jefferson,President,NA,REP
WALK-IN 4TH,Donald Trump,481,Jefferson,President,NA,REP
MAIL-IN 4TH,Donald Trump,116,Jefferson,President,NA,REP
A105,Hillary Clinton,577,Jefferson,President,NA,DEM
A107,Hillary Clinton,218,Jefferson,President,NA,DEM
A108,Hillary Clinton,336,Jefferson,President,NA,DEM
A111,Hillary Clinton,270,Jefferson,President,NA,DEM
A113,Hillary Clinton,336,Jefferson,President,NA,DEM
A114,Hillary Clinton,236,Jefferson,President,NA,DEM
A115,Hillary Clinton,241,Jefferson,President,NA,DEM
A118,Hillary Clinton,117,Jefferson,President,NA,DEM
A119,Hillary Clinton,215,Jefferson,President,NA,DEM
A121,Hillary Clinton,275,Jefferson,President,NA,DEM
A123,Hillary Clinton,420,Jefferson,President,NA,DEM
A124,Hillary Clinton,259,Jefferson,President,NA,DEM
A125,Hillary Clinton,268,Jefferson,President,NA,DEM
A126,Hillary Clinton,283,Jefferson,President,NA,DEM
A127,Hillary Clinton,225,Jefferson,President,NA,DEM
A128,Hillary Clinton,219,Jefferson,President,NA,DEM
A129,Hillary Clinton,254,Jefferson,President,NA,DEM
A130,Hillary Clinton,94,Jefferson,President,NA,DEM
A131,Hillary Clinton,291,Jefferson,President,NA,DEM
A134,Hillary Clinton,132,Jefferson,President,NA,DEM
A135,Hillary Clinton,248,Jefferson,President,NA,DEM
A136,Hillary Clinton,164,Jefferson,President,NA,DEM
A139,Hillary Clinton,190,Jefferson,President,NA,DEM
A140,Hillary Clinton,361,Jefferson,President,NA,DEM
A141,Hillary Clinton,5,Jefferson,President,NA,DEM
A142,Hillary Clinton,69,Jefferson,President,NA,DEM
A143,Hillary Clinton,2,Jefferson,President,NA,DEM
B124,Hillary Clinton,268,Jefferson,President,NA,DEM
B132,Hillary Clinton,276,Jefferson,President,NA,DEM
B133,Hillary Clinton,344,Jefferson,President,NA,DEM
B134,Hillary Clinton,538,Jefferson,President,NA,DEM
B149,Hillary Clinton,185,Jefferson,President,NA,DEM
B151,Hillary Clinton,437,Jefferson,President,NA,DEM
B153,Hillary Clinton,21,Jefferson,President,NA,DEM
B154,Hillary Clinton,311,Jefferson,President,NA,DEM
B155,Hillary Clinton,273,Jefferson,President,NA,DEM
B156,Hillary Clinton,412,Jefferson,President,NA,DEM
B157,Hillary Clinton,581,Jefferson,President,NA,DEM
B158,Hillary Clinton,287,Jefferson,President,NA,DEM
B159,Hillary Clinton,564,Jefferson,President,NA,DEM
B160,Hillary Clinton,191,Jefferson,President,NA,DEM
B161,Hillary Clinton,27,Jefferson,President,NA,DEM
B162,Hillary Clinton,281,Jefferson,President,NA,DEM
B163,Hillary Clinton,445,Jefferson,President,NA,DEM
B166,Hillary Clinton,257,Jefferson,President,NA,DEM
B168,Hillary Clinton,375,Jefferson,President,NA,DEM
B169,Hillary Clinton,250,Jefferson,President,NA,DEM
B170,Hillary Clinton,257,Jefferson,President,NA,DEM
B172,Hillary Clinton,471,Jefferson,President,NA,DEM
B173,Hillary Clinton,296,Jefferson,President,NA,DEM
B175,Hillary Clinton,300,Jefferson,President,NA,DEM
B177,Hillary Clinton,264,Jefferson,President,NA,DEM
B181 - JEF,Hillary Clinton,46,Jefferson,President,NA,DEM
B182,Hillary Clinton,179,Jefferson,President,NA,DEM
B183,Hillary Clinton,482,Jefferson,President,NA,DEM
B184,Hillary Clinton,1,Jefferson,President,NA,DEM
B185,Hillary Clinton,128,Jefferson,President,NA,DEM
C101,Hillary Clinton,533,Jefferson,President,NA,DEM
C102,Hillary Clinton,324,Jefferson,President,NA,DEM
C103,Hillary Clinton,406,Jefferson,President,NA,DEM
C104,Hillary Clinton,330,Jefferson,President,NA,DEM
C105,Hillary Clinton,320,Jefferson,President,NA,DEM
C106,Hillary Clinton,737,Jefferson,President,NA,DEM
C108,Hillary Clinton,606,Jefferson,President,NA,DEM
C109,Hillary Clinton,259,Jefferson,President,NA,DEM
C110,Hillary Clinton,457,Jefferson,President,NA,DEM
C111,Hillary Clinton,814,Jefferson,President,NA,DEM
C113,Hillary Clinton,197,Jefferson,President,NA,DEM
C115,Hillary Clinton,677,Jefferson,President,NA,DEM
C122,Hillary Clinton,318,Jefferson,President,NA,DEM
C123,Hillary Clinton,209,Jefferson,President,NA,DEM
C124,Hillary Clinton,421,Jefferson,President,NA,DEM
C125,Hillary Clinton,378,Jefferson,President,NA,DEM
C126,Hillary Clinton,519,Jefferson,President,NA,DEM
C128,Hillary Clinton,74,Jefferson,President,NA,DEM
C129,Hillary Clinton,567,Jefferson,President,NA,DEM
C130,Hillary Clinton,35,Jefferson,President,NA,DEM
C131,Hillary Clinton,206,Jefferson,President,NA,DEM
C133,Hillary Clinton,576,Jefferson,President,NA,DEM
C134,Hillary Clinton,336,Jefferson,President,NA,DEM
C135,Hillary Clinton,335,Jefferson,President,NA,DEM
C136,Hillary Clinton,228,Jefferson,President,NA,DEM
C137,Hillary Clinton,314,Jefferson,President,NA,DEM
C138,Hillary Clinton,231,Jefferson,President,NA,DEM
C139,Hillary Clinton,7,Jefferson,President,NA,DEM
C141,Hillary Clinton,275,Jefferson,President,NA,DEM
